,#,Name,Type,HP,ATK,DEF,SP.ATK,SP.DEF,SPEED,Icon
880,753,Fomantis,Grass,40,55,35,50,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png
881,754,Lurantis,Grass,70,105,90,80,90,45,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png
882,755,Morelull,"['Fairy', 'Grass']",40,35,55,65,75,15,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png
883,756,Shiinotic,"['Fairy', 'Grass']",60,45,80,90,100,30,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png
884,757,Salandit,"['Fire', 'Poison']",48,44,40,71,40,77,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png
885,758,Salazzle,"['Fire', 'Poison']",68,64,60,111,60,117,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png
886,759,Stufful,"['Fighting', 'Normal']",70,75,50,45,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png
887,760,Bewear,"['Fighting', 'Normal']",120,125,80,55,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png
888,761,Bounsweet,Grass,42,30,38,30,38,32,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png
889,762,Steenee,Grass,52,40,48,40,48,62,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png
890,763,Tsareena,Grass,72,120,98,50,98,72,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png
891,764,Comfey,Fairy,51,52,90,82,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png
892,765,Oranguru,"['Psychic', 'Normal']",90,60,80,90,110,60,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png
893,766,Passimian,Fighting,100,120,90,40,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png
894,767,Wimpod,"['Water', 'Bug']",25,35,40,20,30,80,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png
895,768,Golisopod,"['Water', 'Bug']",75,125,140,60,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png
896,769,Sandygast,"['Ground', 'Ghost']",55,55,80,70,45,15,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png
897,770,Palossand,"['Ground', 'Ghost']",85,75,110,100,75,35,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png
898,771,Pyukumuku,Water,55,60,130,30,130,5,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png
899,772,Type: Null,Normal,95,95,95,95,95,59,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png
900,773,Silvally,Normal,95,95,95,95,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png
901,774,Meteor Form,"['Flying', 'Rock']",60,60,100,60,100,60,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png
902,774,Core Form,"['Flying', 'Rock']",60,100,60,100,60,120,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png
903,775,Komala,Normal,65,115,65,75,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png
904,776,Turtonator,"['Dragon', 'Fire']",60,78,135,91,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png
905,777,Togedemaru,"['Steel', 'Electric']",65,98,63,40,73,96,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png
906,778,Mimikyu,"['Fairy', 'Ghost']",55,90,80,50,105,96,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png
907,779,Bruxish,"['Psychic', 'Water']",68,105,70,70,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png
908,780,Drampa,"['Dragon', 'Normal']",78,60,85,135,91,36,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png
909,781,Dhelmise,"['Grass', 'Ghost']",70,131,100,86,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png
910,782,Jangmo-o,Dragon,45,55,65,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png
911,783,Hakamo-o,"['Fighting', 'Dragon']",55,75,90,65,70,65,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png
912,784,Kommo-o,"['Fighting', 'Dragon']",75,110,125,100,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png
913,785,Tapu Koko,"['Fairy', 'Electric']",70,115,85,95,75,130,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png
914,786,Tapu Lele,"['Fairy', 'Psychic']",70,85,75,130,115,95,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png
915,787,Tapu Bulu,"['Fairy', 'Grass']",70,130,115,85,95,75,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png
916,788,Tapu Fini,"['Fairy', 'Water']",70,75,115,95,130,85,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png
917,789,Cosmog,Psychic,43,29,31,29,31,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png
918,790,Cosmoem,Psychic,43,29,131,29,131,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png
919,791,Solgaleo,"['Steel', 'Psychic']",137,137,107,113,89,97,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png
920,792,Lunala,"['Ghost', 'Psychic']",137,113,89,137,107,97,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png
921,793,Nihilego,"['Poison', 'Rock']",109,53,47,127,131,103,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png
922,794,Buzzwole,"['Fighting', 'Bug']",107,139,139,53,53,79,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png
923,795,Pheromosa,"['Fighting', 'Bug']",71,137,37,137,37,151,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png
924,796,Xurkitree,Electric,83,89,71,173,71,83,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png
925,797,Celesteela,"['Flying', 'Steel']",97,101,103,107,101,61,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png
926,798,Kartana,"['Steel', 'Grass']",59,181,131,59,31,109,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png
927,799,Guzzlord,"['Dragon', 'Dark']",223,101,53,97,53,43,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png
928,800,Necrozma,Psychic,97,107,101,127,89,79,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png
929,800,Dusk Mane Necrozma,"['Steel', 'Psychic']",97,157,127,113,109,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png
930,800,Dawn Wings Necrozma,"['Ghost', 'Psychic']",97,113,109,157,127,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png
931,800,Ultra Necrozma,"['Dragon', 'Psychic']",97,167,97,167,97,129,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png
932,801,Magearna,"['Fairy', 'Steel']",80,95,115,130,115,65,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png
933,802,Marshadow,"['Ghost', 'Fighting']",90,125,80,90,90,125,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png
934,803,Poipole,Poison,67,73,67,73,67,73,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png
935,804,Naganadel,"['Dragon', 'Poison']",73,73,73,127,73,121,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png
936,805,Stakataka,"['Steel', 'Rock']",61,131,211,53,101,13,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png
937,806,Blacephalon,"['Ghost', 'Fire']",53,127,53,151,79,107,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png
938,807,Zeraora,Electric,88,112,75,102,80,143,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png
939,808,Meltan,Steel,46,65,65,55,35,34,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png
940,809,Melmetal,Steel,135,143,143,80,65,34,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png
941,810,Grookey,Grass,50,65,50,40,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png
942,811,Thwackey,Grass,70,85,70,55,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png
943,812,Rillaboom,Grass,100,125,90,60,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png
944,813,Scorbunny,Fire,50,71,40,40,40,69,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png
945,814,Raboot,Fire,65,86,60,55,60,94,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png
946,815,Cinderace,Fire,80,116,75,65,75,119,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png
947,816,Sobble,Water,50,40,40,70,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png
948,817,Drizzile,Water,65,60,55,95,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png
949,818,Inteleon,Water,70,85,65,125,65,120,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png
950,819,Skwovet,Normal,70,55,55,35,35,25,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png
951,820,Greedent,Normal,120,95,95,55,75,20,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png
952,821,Rookidee,Flying,38,47,35,33,35,57,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png
953,822,Corvisquire,Flying,68,67,55,43,55,77,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png
954,823,Corviknight,"['Steel', 'Flying']",98,87,105,53,85,67,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png
955,824,Blipbug,Bug,25,20,20,25,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png
956,825,Dottler,"['Psychic', 'Bug']",50,35,80,50,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png
957,826,Orbeetle,"['Psychic', 'Bug']",60,45,110,80,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png
958,827,Nickit,Dark,40,28,28,47,52,50,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png
959,828,Thievul,Dark,70,58,58,87,92,90,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png
960,829,Gossifleur,Grass,40,40,60,40,60,10,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png
961,830,Eldegoss,Grass,60,50,90,80,120,60,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png
962,831,Wooloo,Normal,42,40,55,40,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png
963,832,Dubwool,Normal,72,80,100,60,90,88,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png
964,833,Chewtle,Water,50,64,50,38,38,44,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png
965,834,Drednaw,"['Rock', 'Water']",90,115,90,48,68,74,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png
966,835,Yamper,Electric,59,45,50,40,50,26,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png
967,836,Boltund,Electric,69,90,60,90,60,121,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png
968,837,Rolycoly,Rock,30,40,50,40,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png
969,838,Carkol,"['Fire', 'Rock']",80,60,90,60,70,50,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png
970,839,Coalossal,"['Fire', 'Rock']",110,80,120,80,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png
971,840,Applin,"['Dragon', 'Grass']",40,40,80,40,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png
972,841,Flapple,"['Dragon', 'Grass']",70,110,80,95,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png
973,842,Appletun,"['Dragon', 'Grass']",110,85,80,100,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png
974,843,Silicobra,Ground,52,57,75,35,50,46,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png
975,844,Sandaconda,Ground,72,107,125,65,70,71,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png
976,845,Cramorant,"['Water', 'Flying']",70,85,55,85,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png
977,846,Arrokuda,Water,41,63,40,40,30,66,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png
978,847,Barraskewda,Water,61,123,60,60,50,136,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png
979,848,Toxel,"['Poison', 'Electric']",40,38,35,54,35,40,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png
980,849,Low Key Form,"['Poison', 'Electric']",75,98,70,114,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png
981,849,Amped Form,"['Poison', 'Electric']",75,98,70,114,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-amped.png
982,850,Sizzlipede,"['Bug', 'Fire']",50,65,45,50,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png
983,851,Centiskorch,"['Bug', 'Fire']",100,115,65,90,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png
984,852,Clobbopus,Fighting,50,68,60,50,50,32,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png
985,853,Grapploct,Fighting,80,118,90,70,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png
986,854,Sinistea,Ghost,40,45,45,74,54,50,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png
987,855,Polteageist,Ghost,60,65,65,134,114,70,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png
988,856,Hatenna,Psychic,42,30,45,56,53,39,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png
989,857,Hattrem,Psychic,57,40,65,86,73,49,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png
990,858,Hatterene,"['Fairy', 'Psychic']",57,90,95,136,103,29,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png
991,859,Impidimp,"['Fairy', 'Dark']",45,45,30,55,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png
992,860,Morgrem,"['Fairy', 'Dark']",65,60,45,75,55,70,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png
993,861,Grimmsnarl,"['Fairy', 'Dark']",95,120,65,95,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png
994,862,Obstagoon,"['Normal', 'Dark']",93,90,101,60,81,95,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png
995,863,Perrserker,Steel,70,110,100,50,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png
996,864,Cursola,Ghost,60,95,50,145,130,30,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png
997,865,Sirfetch'd,Fighting,62,135,95,68,82,65,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png
998,866,Mr. Rime,"['Ice', 'Psychic']",80,85,75,110,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png
999,867,Runerigus,"['Ghost', 'Ground']",58,95,145,50,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png
1000,868,Milcery,Fairy,45,40,40,50,61,34,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png
1001,869,Alcremie,Fairy,65,60,75,110,121,64,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png
1002,870,Falinks,Fighting,65,100,100,70,60,75,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png
1003,871,Pincurchin,Electric,48,101,95,91,85,15,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png
1004,872,Snom,"['Bug', 'Ice']",30,25,35,45,30,20,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png
1005,873,Frosmoth,"['Bug', 'Ice']",70,65,60,125,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png
1006,874,Stonjourner,Rock,100,125,135,20,20,70,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png
1007,875,Ice Face,Ice,75,80,110,65,90,50,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-ice.png
1008,875,Noice Face,Ice,75,80,70,65,50,130,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-noice.png
1009,876,Male,"['Normal', 'Psychic']",60,65,55,105,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png
1010,876,Female,"['Normal', 'Psychic']",70,55,65,95,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-female.png
1011,877,Full Belly Mode,"['Dark', 'Electric']",58,95,58,70,58,97,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-full-belly.png
1012,877,Hangry Mode,"['Dark', 'Electric']",58,95,58,70,58,97,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-hangry.png
1013,878,Cufant,Steel,72,80,49,40,49,40,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png
1014,879,Copperajah,Steel,122,130,69,80,69,30,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png
1015,880,Dracozolt,"['Dragon', 'Electric']",90,100,90,80,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png
1016,881,Arctozolt,"['Ice', 'Electric']",90,100,90,90,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png
1017,882,Dracovish,"['Dragon', 'Water']",90,90,100,70,80,75,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png
1018,883,Arctovish,"['Ice', 'Water']",90,90,100,80,90,55,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png
1019,884,Duraludon,"['Dragon', 'Steel']",70,95,115,120,50,85,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png
1020,885,Dreepy,"['Ghost', 'Dragon']",28,60,30,40,30,82,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png
1021,886,Drakloak,"['Ghost', 'Dragon']",68,80,50,60,50,102,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png
1022,887,Dragapult,"['Ghost', 'Dragon']",88,120,75,100,75,142,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png
1023,888,Crowned Sword,"['Steel', 'Fairy']",92,170,115,80,115,148,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-crowned.png
1024,888,Hero of Many Battles,Fairy,92,130,115,80,115,138,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-hero.png
1025,889,Crowned Shield,"['Steel', 'Fighting']",92,130,145,80,145,128,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-crowned.png
1026,889,Hero of Many Battles,Fighting,92,130,115,80,115,138,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-hero.png
1027,890,Eternatus,"['Dragon', 'Poison']",140,85,95,145,95,130,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png
1028,890,Eternamax,"['Dragon', 'Poison']",255,115,250,125,250,130,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus-eternamax.png
